project,num_center_nodes,total_nodes
149072-v2.0.0-good,2,118
149074-v2.0.0-good,2,126
149076-v2.0.0-good,2,125
149078-v2.0.0-good,2,145
149070-v2.0.0-good,2,263
149080-v1.0.0-good,2,164
149082-v2.0.0-good,2,164
149090-v1.0.0-good,1,90
149092-v1.0.0-good,1,105
149084-v2.0.0-good,3,201
149088-v1.0.0-good,1,137
1284-v1.0.0-good,6,1189
149086-v1.0.0-good,3,268
1302-v1.0.0-good,5,1233
1286-v1.0.0-good,7,1367
1304-v1.0.0-good,3,1327
149102-v2.0.0-good,2,340
149108-v2.0.0-good,3,322
149114-v2.0.0-good,3,122
149112-v2.0.0-good,2,166
149110-v2.0.0-good,2,306
149104-v2.0.0-good,4,565
149096-v2.0.0-good,3,732
149106-v1.0.0-good,5,712
149098-v2.0.0-good,3,756
149124-v2.0.0-good,1,198
149100-v2.0.0-good,4,761
149128-v2.0.0-good,1,157
149130-v2.0.0-good,1,170
149134-v2.0.0-good,1,145
149132-v2.0.0-good,2,181
149136-v2.0.0-good,2,128
149138-v2.0.0-good,1,116
149140-v2.0.0-good,1,131
149142-v2.0.0-good,2,145
149126-v5.0.0-good,3,378
149146-v2.0.0-good,1,122
149148-v2.0.0-good,1,108
149144-v2.0.0-good,3,135
149150-v2.0.0-good,2,105
149118-v3.0.0-good,7,762
149120-v3.0.0-good,5,727
149116-v3.0.0-good,5,791
149122-v3.0.0-good,5,746
149168-v2.0.0-good,1,105
149158-v2.0.0-good,4,290
149156-v3.0.0-good,3,290
149160-v2.0.0-good,4,254
1294-v1.0.0-good,14,2148
149152-v3.0.0-good,2,308
149154-v3.0.0-good,3,308
149166-v2.0.0-good,3,248
149164-v2.0.0-good,5,266
149170-v2.0.0-good,1,130
149162-v2.0.0-good,5,311
149184-v2.0.0-good,1,111
149182-v2.0.0-good,1,130
149186-v2.0.0-good,1,124
149190-v2.0.0-good,1,130
149180-v2.0.0-good,1,165
149192-v1.0.0-good,1,118
149198-v1.0.0-good,1,64
149194-v1.0.0-good,1,154
149196-v2.0.0-good,1,162
149208-v2.0.0-good,1,122
149210-v1.0.0-good,1,84
149202-v3.0.0-good,1,170
149218-v1.0.0-good,1,78
149204-v4.0.0-good,1,236
149220-v1.0.0-good,1,108
149200-v3.0.0-good,1,252
149222-v3.0.0-good,2,170
149230-v3.0.0-good,2,128
149226-v1.0.0-good,1,176
149224-v1.0.0-good,1,212
149238-v2.0.0-good,1,128
1292-v1.0.0-good,17,2580
149246-v5.0.0-good,1,86
149244-v4.0.0-good,2,107
149240-v3.0.0-good,1,186
150-v1.0.0-good,1,69
149232-v2.0.0-good,2,390
1502-v1.0.0-good,4,83
154-v1.0.0-good,1,115
149188-v2.0.0-good,3,756
149248-v4.0.0-good,1,198
1551-v1.0.0-good,2,163
1561-v1.0.0-good,2,129
158-v1.0.0-good,1,74
149242-v4.0.0-good,2,407
1595-v1.0.0-good,2,154
1576-v1.0.0-good,2,229
1593-v1.0.0-good,2,180
1599-v1.0.0-good,2,154
149234-v2.0.0-good,4,610
1578-v1.0.0-good,2,235
162-v1.0.0-good,1,69
1604-v1.0.0-good,2,151
1619-v1.0.0-good,3,107
1617-v1.0.0-good,2,132
1610-v1.0.0-good,2,155
1606-v1.0.0-good,3,184
1608-v1.0.0-good,3,184
1621-v1.0.0-good,2,130
1625-v1.0.0-good,2,160
1627-v1.0.0-good,2,159
1629-v1.0.0-good,2,151
1631-v1.0.0-good,2,149
1623-v1.0.0-good,2,228
1635-v1.0.0-good,2,176
1638-v1.0.0-good,2,127
1298-v1.0.0-good,32,1913
1640-v1.0.0-good,2,157
1642-v1.0.0-good,2,156
174-v1.0.0-good,2,69
1633-v1.0.0-good,2,241
170-v1.0.0-good,2,82
178-v1.0.0-good,1,67
182-v1.0.0-good,1,74
186-v1.0.0-good,2,87
166-v1.0.0-good,3,193
1306-v1.0.0-good,7,3516
1648-v1.0.0-good,2,244
1853-v1.0.0-good,1,165
1904-v1.0.0-good,1,87
194-v1.0.0-good,3,90
190-v1.0.0-good,3,90
1793-v1.0.0-good,1,194
1936-v1.0.0-good,1,120
198-v1.0.0-good,2,88
1890-v1.0.0-good,3,282
1805-v1.0.0-good,4,434
1888-v1.0.0-good,4,434
199270-v1.0.0-good,7,375
199246-v1.0.0-good,15,668
199248-v1.0.0-good,19,753
199272-v1.0.0-good,3,255
199242-v1.0.0-good,22,889
199232-v1.0.0-good,20,868
199256-v1.0.0-good,7,754
199260-v1.0.0-good,14,627
199304-v1.0.0-good,6,310
199280-v1.0.0-good,7,415
199244-v1.0.0-good,28,1151
199294-v1.0.0-good,5,407
199288-v1.0.0-good,10,428
1300-v1.0.0-good,16,4073
199250-v1.0.0-good,11,1510
199278-v1.0.0-good,40,1008
202-v1.0.0-good,2,88
206-v1.0.0-good,2,95
199308-v1.0.0-good,8,534
2073-v2.0.0-good,1,121
199306-v1.0.0-good,22,874
199302-v1.0.0-good,16,830
2078-v2.0.0-good,1,83
210-v1.0.0-good,2,95
214-v1.0.0-good,2,88
2072-v1.0.0-good,3,282
2072-v2.0.0-good,3,281
218-v1.0.0-good,2,88
222-v1.0.0-good,2,100
2083-v2.0.0-good,3,215
226-v1.0.0-good,3,103
230-v1.0.0-good,3,103
234-v1.0.0-good,2,101
238-v1.0.0-good,2,101
199312-v1.0.0-good,54,845
242-v1.0.0-good,2,101
250-v1.0.0-good,1,75
246-v1.0.0-good,2,101
254-v1.0.0-good,1,73
2149-v1.0.0-good,2,262
199316-v1.0.0-good,20,818
262-v1.0.0-good,1,82
258-v1.0.0-good,1,91
266-v1.0.0-good,2,81
270-v1.0.0-good,1,83
274-v1.0.0-good,1,82
199326-v1.0.0-good,9,602
282-v1.0.0-good,1,91
278-v1.0.0-good,1,91
286-v1.0.0-good,2,83
294-v1.0.0-good,1,69
290-v1.0.0-good,1,83
298-v1.0.0-good,1,108
326-v1.0.0-good,1,75
302-v1.0.0-good,1,111
306-v1.0.0-good,1,117
314-v1.0.0-good,1,124
318-v1.0.0-good,2,123
310-v1.0.0-good,1,133
322-v1.0.0-good,1,125
330-v1.0.0-good,2,82
334-v1.0.0-good,1,79
342-v1.0.0-good,1,77
338-v1.0.0-good,3,93
346-v1.0.0-good,1,81
350-v1.0.0-good,1,76
362-v1.0.0-good,1,73
354-v1.0.0-good,1,81
358-v1.0.0-good,1,85
370-v1.0.0-good,2,94
366-v1.0.0-good,1,104
374-v1.0.0-good,2,109
390-v1.0.0-good,1,80
378-v1.0.0-good,1,98
382-v1.0.0-good,1,102
386-v1.0.0-good,1,109
394-v1.0.0-good,1,111
398-v1.0.0-good,1,94
406-v1.0.0-good,1,92
414-v1.0.0-good,1,92
410-v1.0.0-good,1,92
402-v1.0.0-good,2,123
418-v1.0.0-good,1,93
422-v1.0.0-good,1,95
426-v1.0.0-good,1,92
430-v1.0.0-good,2,96
434-v1.0.0-good,1,100
438-v1.0.0-good,2,96
442-v1.0.0-good,1,95
446-v1.0.0-good,2,96
450-v1.0.0-good,1,100
454-v1.0.0-good,1,95
458-v1.0.0-good,1,96
462-v1.0.0-good,1,96
466-v1.0.0-good,1,96
470-v1.0.0-good,1,97
474-v1.0.0-good,1,99
478-v1.0.0-good,1,96
482-v1.0.0-good,2,100
490-v1.0.0-good,2,100
486-v1.0.0-good,1,104
494-v1.0.0-good,1,99
498-v1.0.0-good,2,100
199310-v1.0.0-good,10,1671
199324-v1.0.0-good,13,1608
501244-v1.0.1-good,10,2247
501243-v1.0.1-good,10,2247
501245-v1.0.1-good,10,2247
501246-v1.0.1-good,10,2247
149094-v2.0.0-good,81,7611
501247-v1.0.1-good,19,3740
501248-v1.0.1-good,14,4042
149174-v2.0.0-good,81,7618
149176-v2.0.0-good,82,7637
149178-v2.0.0-good,82,7619
149216-v2.0.0-good,81,7658
501251-v1.0.1-good,5,5602
501254-v1.0.1-good,96,6126
501249-v1.0.1-good,27,8264
501265-v1.0.1-good,13,1429
501259-v1.0.1-good,96,6126
501260-v1.0.1-good,96,6126
501250-v1.0.1-good,20,11280
501255-v1.0.1-good,125,10387
501266-v1.0.1-good,46,5164
501270-v1.0.1-good,11,2888
501263-v1.0.1-good,33,10524
501257-v1.0.1-good,126,12882
501253-v1.0.1-good,39,13847
501264-v1.0.1-good,33,10794
501271-v1.0.1-good,11,6260
501272-v1.0.1-good,11,6260
501273-v1.0.1-good,11,6260
501275-v1.0.1-good,8,4937
501258-v1.0.1-good,105,18249
501274-v1.0.1-good,11,6260
501262-v1.0.1-good,38,17517
501269-v1.0.1-good,63,11795
501279-v1.0.1-good,12,5388
501280-v1.0.1-good,12,5388
501261-v1.0.1-good,46,18196
501252-v1.0.1-good,40,21971
501287-v1.0.1-good,4,3021
501256-v1.0.1-good,119,24434
501290-v1.0.1-good,17,2995
501278-v1.0.1-good,16,12990
501281-v1.0.1-good,4,8264
501294-v1.0.1-good,5,2995
501282-v1.0.1-good,6,14527
501276-v1.0.1-good,18,16577
501295-v1.0.1-good,5,2995
501277-v1.0.1-good,18,16577
501296-v1.0.1-good,5,2995
501283-v1.0.1-good,21,16293
501286-v1.0.1-good,8,14890
501288-v1.0.1-good,14,17103
501301-v1.0.1-good,40,4509
501268-v1.0.1-good,14,14310
501300-v1.0.1-good,8,6095
501303-v1.0.1-good,2,3989
501289-v1.0.1-good,53,19244
501305-v1.0.1-good,10,2375
501298-v1.0.1-good,8,8313
501304-v1.0.1-good,2,3989
501285-v1.0.1-good,5,21392
501311-v1.0.1-good,1,2097
501308-v1.0.1-good,12,4984
501306-v1.0.1-good,7,6777
501310-v1.0.1-good,18,5567
501312-v1.0.1-good,47,6067
502-v1.0.0-good,1,104
506-v1.0.0-good,1,99
510-v1.0.0-good,1,96
514-v1.0.0-good,1,96
518-v1.0.0-good,1,96
522-v1.0.0-good,1,97
526-v1.0.0-good,1,99
530-v1.0.0-good,1,96
534-v1.0.0-good,2,100
538-v1.0.0-good,1,104
542-v1.0.0-good,2,100
546-v1.0.0-good,1,99
550-v1.0.0-good,2,100
554-v1.0.0-good,1,104
558-v1.0.0-good,1,99
562-v1.0.0-good,1,110
566-v1.0.0-good,1,110
570-v1.0.0-good,1,110
574-v1.0.0-good,1,111
501307-v1.0.1-good,26,9350
578-v1.0.0-good,1,113
582-v1.0.0-good,1,110
586-v1.0.0-good,2,114
590-v1.0.0-good,1,118
594-v1.0.0-good,2,114
598-v1.0.0-good,1,113
602-v1.0.0-good,2,114
606-v1.0.0-good,1,118
610-v1.0.0-good,1,113
614-v1.0.0-good,1,100
618-v1.0.0-good,1,100
622-v1.0.0-good,1,100
626-v1.0.0-good,1,101
630-v1.0.0-good,1,103
634-v1.0.0-good,1,100
638-v1.0.0-good,2,104
642-v1.0.0-good,1,108
646-v1.0.0-good,2,104
650-v1.0.0-good,1,103
654-v1.0.0-good,2,104
658-v1.0.0-good,1,108
662-v1.0.0-good,1,103
666-v1.0.0-good,1,114
670-v1.0.0-good,1,114
674-v1.0.0-good,1,114
678-v1.0.0-good,1,115
682-v1.0.0-good,1,117
686-v1.0.0-good,1,114
690-v1.0.0-good,2,118
694-v1.0.0-good,1,122
698-v1.0.0-good,2,118
702-v1.0.0-good,1,117
706-v1.0.0-good,2,118
710-v1.0.0-good,1,122
714-v1.0.0-good,1,117
718-v1.0.0-good,1,114
722-v1.0.0-good,1,114
726-v1.0.0-good,1,114
730-v1.0.0-good,1,115
734-v1.0.0-good,1,117
738-v1.0.0-good,1,114
742-v1.0.0-good,2,118
746-v1.0.0-good,1,122
750-v1.0.0-good,2,118
754-v1.0.0-good,1,117
758-v1.0.0-good,2,118
762-v1.0.0-good,1,122
766-v1.0.0-good,1,117
770-v1.0.0-good,1,118
774-v1.0.0-good,1,118
778-v1.0.0-good,1,118
782-v1.0.0-good,1,119
786-v1.0.0-good,1,121
790-v1.0.0-good,1,118
501309-v1.0.1-good,47,9045
794-v1.0.0-good,2,122
798-v1.0.0-good,1,126
806-v1.0.0-good,1,121
802-v1.0.0-good,2,122
810-v1.0.0-good,2,122
814-v1.0.0-good,1,126
818-v1.0.0-good,1,121
822-v1.0.0-good,3,134
826-v1.0.0-good,1,157
838-v1.0.0-good,1,127
830-v1.0.0-good,2,163
846-v1.0.0-good,1,67
842-v1.0.0-good,1,113
850-v1.0.0-good,1,92
854-v1.0.0-good,1,92
858-v1.0.0-good,1,92
862-v1.0.0-good,1,93
866-v1.0.0-good,1,95
870-v1.0.0-good,1,92
874-v1.0.0-good,2,96
882-v1.0.0-good,2,96
878-v1.0.0-good,1,100
886-v1.0.0-good,1,95
890-v1.0.0-good,2,96
894-v1.0.0-good,1,100
898-v1.0.0-good,1,95
902-v1.0.0-good,1,96
906-v1.0.0-good,1,96
910-v1.0.0-good,1,96
918-v1.0.0-good,1,99
914-v1.0.0-good,1,97
922-v1.0.0-good,1,96
926-v1.0.0-good,2,100
930-v1.0.0-good,1,104
934-v1.0.0-good,2,100
938-v1.0.0-good,1,99
942-v1.0.0-good,2,100
950-v1.0.0-good,1,99
954-v1.0.0-good,1,96
946-v1.0.0-good,1,104
958-v1.0.0-good,1,96
962-v1.0.0-good,1,96
966-v1.0.0-good,1,97
970-v1.0.0-good,1,99
974-v1.0.0-good,1,96
978-v1.0.0-good,2,100
986-v1.0.0-good,2,100
982-v1.0.0-good,1,104
990-v1.0.0-good,1,99
998-v1.0.0-good,1,104
994-v1.0.0-good,2,100
501299-v1.0.1-good,205,18522
501315-v1.0.1-good,7,9670
501313-v1.0.1-good,13,11433
501316-v1.0.1-good,7,9670
501317-v1.0.1-good,7,9670
501302-v1.0.1-good,80,20715
501284-v1.0.1-good,40,41138
501267-v1.0.1-good,173,62009
501292-v1.0.1-good,153,48069
501291-v1.0.1-good,153,48069
501293-v1.0.1-good,153,48069
152030-v1.0.0-bad,7,909
152034-v1.0.0-bad,18,1758
152028-v1.0.0-bad,16,2898
152032-v1.0.0-bad,25,4105
152036-v1.0.0-bad,45,4067
152041-v1.0.0-bad,20,2505
152037-v1.0.0-bad,69,4726
152035-v1.0.0-bad,74,5925
152024-v1.0.0-bad,43,5921
152039-v1.0.0-bad,74,5359
152038-v1.0.0-bad,155,6821
152031-v1.0.0-bad,30,6982
152042-v1.0.0-bad,13,3017
152049-v1.0.0-bad,11,706
152044-v1.0.0-bad,26,3023
152051-v1.0.0-bad,6,1219
152025-v1.0.0-bad,82,7421
152045-v1.0.0-bad,47,3438
152047-v1.0.0-bad,25,3192
152046-v1.0.0-bad,10,3172
152040-v1.0.0-bad,87,7214
152048-v1.0.0-bad,10,3520
152058-v1.0.0-bad,11,955
152054-v1.0.0-bad,13,2454
152050-v1.0.0-bad,55,3656
152053-v1.0.0-bad,67,3699
152056-v1.0.0-bad,31,3262
152060-v1.0.0-bad,30,2496
152061-v1.0.0-bad,27,3020
152063-v1.0.0-bad,39,2432
152062-v1.0.0-bad,23,3367
152033-v1.0.0-bad,129,12472
152066-v1.0.0-bad,31,3116
152065-v1.0.0-bad,5,3184
152052-v1.0.0-bad,87,7548
152068-v1.0.0-bad,8,2950
152069-v1.0.0-bad,21,3607
152029-v1.0.0-bad,298,17224
152071-v1.0.0-bad,22,4046
152027-v1.0.0-bad,145,16099
152057-v1.0.0-bad,94,9592
152026-v1.0.0-bad,143,16097
152077-v1.0.0-bad,10,1234
152073-v1.0.0-bad,48,5238
152078-v1.0.0-bad,37,1780
152064-v1.0.0-bad,94,9250
152076-v1.0.0-bad,25,3422
152084-v1.0.0-bad,11,1860
152080-v1.0.0-bad,23,3298
152055-v1.0.0-bad,132,12613
152087-v1.0.0-bad,21,1869
152088-v1.0.0-bad,12,2077
152089-v1.0.0-bad,4,825
152086-v1.0.0-bad,33,4527
152059-v1.0.0-bad,142,15648
152091-v1.0.0-bad,58,3539
152081-v1.0.0-bad,73,8269
152075-v1.0.0-bad,75,12870
152067-v1.0.0-bad,147,15512
152093-v1.0.0-bad,9,3088
152043-v1.0.0-bad,192,22558
152090-v1.0.0-bad,31,6993
152070-v1.0.0-bad,142,15600
152097-v1.0.0-bad,47,3969
152100-v1.0.0-bad,59,3063
152095-v1.0.0-bad,154,6543
152094-v1.0.0-bad,109,6901
152092-v1.0.0-bad,74,8213
152072-v1.0.0-bad,41,16756
152104-v1.0.0-bad,39,1897
152105-v1.0.0-bad,8,1477
152108-v1.0.0-bad,5,839
152103-v1.0.0-bad,31,2966
152101-v1.0.0-bad,31,4227
152102-v1.0.0-bad,8,2884
152106-v1.0.0-bad,8,3048
152082-v1.0.0-bad,42,17144
152074-v1.0.0-bad,485,24056
152115-v1.0.0-bad,23,2667
152116-v1.0.0-bad,8,3077
152110-v1.0.0-bad,47,5358
152117-v1.0.0-bad,9,3186
152111-v1.0.0-bad,82,6139
152109-v1.0.0-bad,158,6565
152121-v1.0.0-bad,8,1063
152112-v1.0.0-bad,85,7454
152120-v1.0.0-bad,32,5174
152118-v1.0.0-bad,88,7495
152119-v1.0.0-bad,117,6877
152124-v1.0.0-bad,25,4426
152123-v1.0.0-bad,114,6381
152122-v1.0.0-bad,85,7122
152096-v1.0.0-bad,129,12344
152125-v1.0.0-bad,95,4631
152126-v1.0.0-bad,78,4879
152130-v1.0.0-bad,16,2140
152128-v1.0.0-bad,49,4902
152132-v1.0.0-bad,9,1779
152127-v1.0.0-bad,93,5712
152129-v1.0.0-bad,68,4822
152107-v1.0.0-bad,142,15468
152098-v1.0.0-bad,141,15519
152099-v1.0.0-bad,143,15732
152133-v1.0.0-bad,43,3871
152135-v1.0.0-bad,20,3299
152134-v1.0.0-bad,26,4214
152085-v1.0.0-bad,41,16816
152142-v1.0.0-bad,25,2454
152136-v1.0.0-bad,31,7113
152137-v1.0.0-bad,117,7106
152141-v1.0.0-bad,75,5154
152144-v1.0.0-bad,80,5160
152148-v1.0.0-bad,9,1872
152113-v1.0.0-bad,484,23932
152146-v1.0.0-bad,25,4287
152149-v1.0.0-bad,59,2689
152145-v1.0.0-bad,156,6646
152083-v1.0.0-bad,145,22897
152150-v1.0.0-bad,41,2627
152114-v1.0.0-bad,142,23075
152079-v1.0.0-bad,195,22902
152131-v1.0.0-bad,95,12866
152153-v1.0.0-bad,27,3101
152143-v1.0.0-bad,91,8998
152160-v1.0.0-bad,19,1462
152154-v1.0.0-bad,13,2605
152164-v1.0.0-bad,10,902
152156-v1.0.0-bad,24,2995
152162-v1.0.0-bad,9,1283
152155-v1.0.0-bad,20,3839
152159-v1.0.0-bad,65,3847
152161-v1.0.0-bad,73,3639
152147-v1.0.0-bad,82,7322
152152-v1.0.0-bad,90,6365
152157-v1.0.0-bad,31,5072
152139-v1.0.0-bad,133,12484
152167-v1.0.0-bad,24,2841
152168-v1.0.0-bad,24,3351
152170-v1.0.0-bad,15,2696
152158-v1.0.0-bad,156,7123
152163-v1.0.0-bad,159,6676
152178-v1.0.0-bad,11,1192
152175-v1.0.0-bad,34,3207
152138-v1.0.0-bad,146,15488
152174-v1.0.0-bad,69,3999
152177-v1.0.0-bad,31,2564
152169-v1.0.0-bad,76,5273
152172-v1.0.0-bad,131,5630
152183-v1.0.0-bad,21,2050
152181-v1.0.0-bad,20,3284
152184-v1.0.0-bad,30,2805
152182-v1.0.0-bad,21,3442
152176-v1.0.0-bad,42,5354
152180-v1.0.0-bad,25,3833
152166-v1.0.0-bad,92,9347
152140-v1.0.0-bad,48,17367
152179-v1.0.0-bad,86,5226
152173-v1.0.0-bad,83,7566
152192-v1.0.0-bad,22,2704
152190-v1.0.0-bad,8,3182
152196-v1.0.0-bad,21,2288
152187-v1.0.0-bad,48,4907
152191-v1.0.0-bad,11,3355
152199-v1.0.0-bad,9,1081
152171-v1.0.0-bad,82,12680
152185-v1.0.0-bad,85,8809
152186-v1.0.0-bad,74,8898
152189-v1.0.0-bad,99,7429
152202-v1.0.0-bad,28,3752
152195-v1.0.0-bad,95,7584
152203-v1.0.0-bad,67,3952
152197-v1.0.0-bad,31,7104
152165-v1.0.0-bad,145,16226
152206-v1.0.0-bad,19,2680
152205-v1.0.0-bad,31,3178
152201-v1.0.0-bad,95,6992
152200-v1.0.0-bad,144,7757
152210-v1.0.0-bad,24,2939
152198-v1.0.0-bad,150,9312
152208-v1.0.0-bad,94,4189
152207-v1.0.0-bad,39,4835
152204-v1.0.0-bad,122,5995
152214-v1.0.0-bad,23,3381
152151-v1.0.0-bad,194,22911
152218-v1.0.0-bad,38,2084
152223-v1.0.0-bad,33,2744
152209-v1.0.0-bad,86,8206
152216-v1.0.0-bad,91,5983
152219-v1.0.0-bad,72,5269
152220-v1.0.0-bad,72,5043
152193-v1.0.0-bad,146,15611
152213-v1.0.0-bad,152,8815
152215-v1.0.0-bad,86,7575
152211-v1.0.0-bad,70,8513
152217-v1.0.0-bad,79,7280
152194-v1.0.0-bad,141,15756
152231-v1.0.0-bad,31,2966
152228-v1.0.0-bad,13,3337
152229-v1.0.0-bad,69,4003
152232-v1.0.0-bad,27,3818
152212-v1.0.0-bad,74,13059
152230-v1.0.0-bad,57,4171
152233-v1.0.0-bad,80,3477
152234-v1.0.0-bad,19,3486
152224-v1.0.0-bad,95,7278
152225-v1.0.0-bad,158,6822
152240-v1.0.0-bad,13,2592
152188-v1.0.0-bad,485,24987
152239-v1.0.0-bad,68,3783
152235-v1.0.0-bad,80,5308
152242-v1.0.0-bad,9,3338
152236-v1.0.0-bad,30,5138
152238-v1.0.0-bad,83,5309
152237-v1.0.0-bad,93,5805
152226-v1.0.0-bad,96,9785
152247-v1.0.0-bad,26,3066
152244-v1.0.0-bad,85,5645
152241-v1.0.0-bad,118,6940
152249-v1.0.0-bad,21,3803
152251-v1.0.0-bad,49,4044
152250-v1.0.0-bad,59,4956
152258-v1.0.0-bad,8,1090
152227-v1.0.0-bad,91,12863
152248-v1.0.0-bad,72,5422
152252-v1.0.0-bad,25,4403
152253-v1.0.0-bad,94,4304
152256-v1.0.0-bad,24,3108
152245-v1.0.0-bad,100,7734
152222-v1.0.0-bad,142,15721
152255-v1.0.0-bad,96,4419
152254-v1.0.0-bad,51,4934
152259-v1.0.0-bad,38,2689
152268-v1.0.0-bad,21,1185
152261-v1.0.0-bad,20,3339
152257-v1.0.0-bad,31,4484
152260-v1.0.0-bad,69,3925
152264-v1.0.0-bad,31,3529
152246-v1.0.0-bad,91,9907
152269-v1.0.0-bad,22,3321
152267-v1.0.0-bad,10,3427
152270-v1.0.0-bad,32,3690
152263-v1.0.0-bad,74,5591
152274-v1.0.0-bad,9,3443
152280-v1.0.0-bad,10,1346
152271-v1.0.0-bad,41,5309
152276-v1.0.0-bad,94,4045
152262-v1.0.0-bad,88,7777
152277-v1.0.0-bad,58,4577
152221-v1.0.0-bad,193,22865
152266-v1.0.0-bad,84,7992
152243-v1.0.0-bad,297,16965
152282-v1.0.0-bad,25,2808
152273-v1.0.0-bad,156,7291
152279-v1.0.0-bad,53,4971
152283-v1.0.0-bad,4,2670
152281-v1.0.0-bad,68,3629
152288-v1.0.0-bad,9,1631
152290-v1.0.0-bad,11,1793
152272-v1.0.0-bad,155,8986
152287-v1.0.0-bad,46,3462
152292-v1.0.0-bad,36,2470
152286-v1.0.0-bad,10,3554
152296-v1.0.0-bad,2,1752
152294-v1.0.0-bad,31,3129
152295-v1.0.0-bad,8,3287
152298-v1.0.0-bad,7,1768
152301-v1.0.0-bad,17,1637
152297-v1.0.0-bad,26,3217
152284-v1.0.0-bad,30,7262
152300-v1.0.0-bad,33,2757
152307-v1.0.0-bad,10,972
152293-v1.0.0-bad,72,5309
152305-v1.0.0-bad,4,1805
152302-v1.0.0-bad,15,2779
152299-v1.0.0-bad,62,4513
152311-v1.0.0-bad,14,1469
152303-v1.0.0-bad,28,3698
152306-v1.0.0-bad,70,3686
152265-v1.0.0-bad,302,16381
152278-v1.0.0-bad,90,12773
152309-v1.0.0-bad,26,3443
152310-v1.0.0-bad,61,4302
152312-v1.0.0-bad,63,3784
152316-v1.0.0-bad,29,2504
152314-v1.0.0-bad,71,3521
152313-v1.0.0-bad,70,4377
152318-v1.0.0-bad,38,2049
152322-v1.0.0-bad,7,1206
152324-v1.0.0-bad,40,2155
152275-v1.0.0-bad,143,16230
152289-v1.0.0-bad,92,12986
152304-v1.0.0-bad,90,9278
152325-v1.0.0-bad,13,3207
152326-v1.0.0-bad,42,3544
152329-v1.0.0-bad,9,1192
152330-v1.0.0-bad,11,1107
152327-v1.0.0-bad,20,2591
152328-v1.0.0-bad,10,2340
152321-v1.0.0-bad,69,5036
152323-v1.0.0-bad,35,4801
